,BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
94,3219297,This is how it always is / Laurie Frankel.,"Frankel, Laurie","1250088550, 9781250088550",2017.,"Flatiron Books,","Transgender children Fiction, Parents of transgender children Fiction, Families Fiction, Family secrets Fiction, Parent and child Fiction, Parenting Fiction, Domestic fiction",acbk,nafic,,gwd,10/01/2017,1
95,3260603,Project best friend / Chrissie Perry.,"Perry, Chrissie","1481466011, 148146602X, 9781481466011, 9781481466028",2017.,"Aladdin,","Best friends Juvenile fiction, Friendship Juvenile fiction, Interpersonal relations Juvenile fiction, Schools Juvenile fiction, Best friends Fiction, Friendship Fiction, Interpersonal relations Fiction, Schools Fiction",jcbk,ncfic,,bro,10/01/2017,1
96,3034444,The firstborn is dead [sound recording] / Nick Cave and the Bad Seeds.,"Cave, Nick, 1957-",,p2014.,"Mute/BMG,",Rock music 1981 1990,accd,nacd,Floating,lcy,10/01/2017,1
97,3101675,The assassins / Gayle Lynds.,"Lynds, Gayle","0312380909, 9780312380908",2015.,"St. Martin's Press,","Assassins Fiction, Spy stories, Suspense fiction",acbk,cafic,,cen,10/01/2017,2
98,2734199,The twelve days of Christmas in Washington / written and illustrated by John Abbott Nez.,"Nez, John A.","1402770685, 9781402770685",c2011.,"Sterling Children's Books,","Counting, Washington State Juvenile literature, Counting Juvenile literature",jcbk,nchol,,lcy,10/01/2017,1
99,1767224,The singer's musical theatre anthology. Baritone/bass. Volume 2 [music] / compiled and edited by Richard Walters.,,"079352332x, 079352332X",c1993.,"Hal Leonard,","Musicals Excerpts Vocal scores with piano, Popular music, Songs Low voice with piano",acmus,camus,,cen,10/01/2017,1
100,2722872,The visible man : a novel / Chuck Klosterman.,"Klosterman, Chuck, 1972-","1439184461, 9781439184462",2011.,"Scribner,","Therapist and patient Fiction, Science fiction",acbk,nafic,,bal,10/01/2017,1
101,3197251,Diana Ross.,"Ross, Diana, 1944-",,p2000.,"Motown,","Popular music 1961 1970, Popular music 1971 1980",accd,nacd,Floating,cap,10/01/2017,2
102,2663490,"Tanoshii tatemono / saku/e, Aoyama Kunihiko.","Aoyama, Kunihiko, 1965-","4774611042, 9784774611044",2009.,"Kyōiku Gageki,","Buildings Juvenile fiction, Architects Juvenile fiction, Japanese language materials Fiction",jcbk,ccln,,cen,10/01/2017,1
103,3182948,Red Platoon : a true story of American valor / Clinton Romesha.,"Romesha, Clinton","1628999934, 9781628999938",2016.,"Center Point Large Print,","Kamdesh Battle of Afghanistan 2009 Personal narratives American, Combat Outpost Keating Afghanistan, Romesha Clinton, Soldiers United States Biography, Heroes United States Biography, Courage Afghanistan, Medal of Honor Biography, Afghan War 2001 Regimental histories United States, Large type books",acbk,nalpnf,Floating,swt,10/01/2017,1
104,161947,"The greatest American woman, Lucretia Mott, by Lloyd C. M. Hare.","Hare, Lloyd Custer Mayhew, 1893-",,1937.,"American Historical Society,",Mott Lucretia 1793 1880,acbk,cabr,,cen,10/01/2017,1
105,2884840,"Yinyang : the way of heaven and earth in Chinese thought and culture / Robin R. Wang, Loyola Marymount University.","Wang, Robin","052116513X, 1107000157, 9780521165136, 9781107000155",2012.,"Cambridge University Press,","Yin yang, Philosophy Chinese",acbk,nanf,,cap,10/01/2017,1
106,3138978,"God and government : twenty-five years of fighting for equality, secularism, and freedom of conscience / by Barry W. Lynn.","Lynn, Barry W.","1633880249, 9781633880245",2015.,"Prometheus Books,","Church and state United States, Christianity and politics United States, Religious right United States, Freedom of religion United States, Religious pluralism United States, Religious tolerance United States",acbk,canf,,cen,10/01/2017,1
107,2969268,A killing of angels / Kate Rhodes.,"Rhodes, Kate","125001431X, 9781250014313",2014.,"Minotaur Books,","Serial murderers Fiction, Women psychologists Fiction, Suspense fiction, Mystery fiction",acbk,namys,Floating,bal,10/01/2017,1
108,3091919,The Angel Court affair / Anne Perry.,"Perry, Anne","0553391356, 9780553391350",[2015],"Ballantine Books,","Pitt Charlotte Fictitious character Fiction, Pitt Thomas Fictitious character Fiction, Police England London Fiction, Great Britain History Victoria 1837 1901 Fiction, Mystery fiction, Historical fiction",acbk,camys,,cen,10/01/2017,1
109,2756519,Nae sarang sŭrŏn kae ko wŏnsungi / Ulf Nilsson kŭl ; kŭrisŭt'ina tigŭman kŭrim ; Hwang Tŏk-ryŏng omgim.,"Nilsson, Ulf, 1948-","8952754263, 9788952754264",2009.,"Sigong Juniŏ,","Baboons Juvenile fiction, Boys Juvenile fiction, South Africa Juvenile fiction, Korean language materials Fiction",jcbk,ccln,,cen,10/01/2017,1
110,3099526,"Truly madly pizza : one incredibly easy crust, countless inspired combinations & other tidbits to make pizza a nightly affair / Suzanne Lenzer ; foreword by Mark Bittman ; photographs by Christopher Testani.","Lenzer, Suzanne","1623362180, 9781623362188",[2015],"Rodale,","Pizza, Cookbooks",acbk,nanf,,spa,10/01/2017,1
111,2866754,"[Olympians. 5], Poseidon : earth shaker / George O'Connor.","O'Connor, George","1596437383, 1596438282, 9781596437388, 9781596438286",2013.,"First Second,","Poseidon Greek deity Comic books strips etc, Mythology Greek Comic books strips etc, Cartoons and comics, Graphic novels, Comic books strips etc",jcbk,nccomic,,col,10/01/2017,1
112,2859177,Holiday buzz / Cleo Coyle.,"Coyle, Cleo","0425255352, 9780425255353",2012.,"Berkley Prime Crime,","Cosi Clare Fictitious character Fiction, Police Fiction, Coffeehouses Fiction, Murder Investigation Fiction, New York N Y Fiction, Mystery fiction, Christmas stories",acbk,namys,Floating,fre,10/01/2017,1
113,2742190,Those mean nasty dirty downright disgusting but-- invisible germs / written by Judith Ann Rice ; illustrated by Reed Merrill ; photographs by Petronella J. Ytsma = Esos desagradables detestables sucios completamente asquerosos pero-- invisibles gérmenes / escrito por Judith Ann Rice ; ilustraciones de Reed Merrill ; fotos de Petronella J. Ytsma.,"Rice, Judith, 1953-","1884834310, 9781884834318",c1997.,"Redleaf Press ; Distributed by Gryphon House,","Children Health and hygiene Juvenile literature, Hand washing Juvenile literature, Bacteria Juvenile literature, Viruses Juvenile literature, Health Juvenile literature, Cleanliness, Spanish language materials Bilingual",jcbk,ncnf,,bal,10/01/2017,1
114,2774821,The sins of the father / Jeffrey Archer.,"Archer, Jeffrey, 1940-","1250000971, 9781250000972",2012.,"St. Martin's Press,","Clifton Harry Fictitious character Fiction, Families England History 20th century Fiction, World War 1939 1945 Fiction, Family secrets Fiction, British United States History 20th century Fiction, Voyages and travels Fiction, Marital conflict Fiction, Impostors and imposture Fiction, Deception Fiction, Domestic fiction, Historical fiction",acbk,nafic,,bea,10/01/2017,1
115,2299652,"The Irish national invincibles and their times; three decades of struggle against the foreign conspirators in Dublin castle; the parliamentary provincialists' agitation to reform foreign rule, from Isaac Butt's movement in 1870 to Gladstone's bill in 1886. The Irish nationalists' preparations to take the field against the invader's forces in 1865, 1866, and 1867. Guerrilla warfare of the Irish nation in 1882, 1883, and 1884; with an addendum: Ireland at the close of 1893, by P.J.P. Tynan ...","Tynan, P. J. P. (Patrick Jospeh Percy), 1851 or 1852-1936",,1894.,"Irish national invincible Pub. Co.,","Irish National Invincibles, Ireland History 1868",arbk,cs9r,,cen,10/01/2017,1
116,2433292,Spring poems along the Rio Grande / Jimmy Santiago Baca.,"Baca, Jimmy Santiago, 1952-","0811216853, 9780811216852",2007.,"New Directions Pub.,","Rio Grande Valley Colo Mexico and Tex Poetry, Rio Grande Colo Mexico and Tex Poetry, Spring Poetry, Nature Poetry",acbk,canf,,cen,10/01/2017,1
117,3181879,"Nancy Drew diaries. #7, ""Doggone town"" and ""Sleight of dan"" / Stefan Petrucha & Sarah Kinney, writers ; Sho Murase, artist ; with 3D CG elements and color by Carlos Jose Guzman.","Petrucha, Stefan","1629914622, 9781629914626",2016.,"Papercutz,","Drew Nancy Fictitious character Comic books strips etc, Internal combustion engines Comic books strips etc, Automobiles Fuel consumption Comic books strips etc, Dresses Comic books strips etc, Kidnapping Comic books strips etc, Cartoons and comics, Detective and mystery comics, Graphic novels, Comics Graphic works",jcbk,cccomic,,cen,10/01/2017,2
118,2670705,Faery tale : one woman's search for enchantment in a modern world / Signe Pike.,"Pike, Signe","0399536175, 9780399536175",c2010.,"Penguin Group,","Fairies, Pike Signe Travel",acbk,nanf,,gwd,10/01/2017,1
119,143185,Frederick.,"Lionni, Leo, 1910-1999","0394810406, 0394910400",[1967],"Pantheon,",Mice Juvenile fiction,jcbk,ncpic,,net,10/01/2017,1
120,3104661,Killing Monica [sound recording] : a novel / by Candace Bushnell.,"Bushnell, Candace","1478958987, 1607889056, 9781478958987, 9781607889052",[2015],"Blackstone Audio, Inc. ; Hachette Audio,","Women authors Fiction, Humorous fiction, Humorous fiction, Audiobooks",accd,nabocd,Floating,bro,10/01/2017,1
121,2520669,"The incredible Hulk [videorecording] / Universal Pictures ; Marvel Entertainment ; a Marvel Studios production ; a Valhalla Motion Pictures production ; produced by Avi Arad, Kevin Feige, Gale Anne Hurd ; screen story and screenplay by Zak Penn ; directed by Louis Leterrier.",,,c2008.,"Universal Studios Home Entertainment,","Hulk Fictitious character Drama, Scientists Drama, Man woman relationships Drama, Antidotes Drama, Science fiction films, Superhero films, Fantasy films, Video recordings for the hearing impaired, Fiction films, Feature films, Thrillers Motion pictures",acdvd,cadvd,,cen,10/01/2017,2
122,3118315,Pope Francis and the new Vatican / photographs by Dave Yoder ; essays by Robert Draper.,"Yoder, Dave,","1426215827, 1426215835, 9781426215827, 9781426215834",[2015],"National Geographic,","Francis Pope 1936, Francis Pope 1936 Pictorial works, Vatican Palace Vatican City Pictorial works",acbk,canf,,cen,10/01/2017,2
123,3266078,South India.,,"1786715627, 9781786715623",2017.,"APA Publications,",India South Guidebooks,acbk,canf,,cen,10/01/2017,2
124,728138,"Portrait and biographical album of Midland County, Mich. : containing portraits and biographical sketches, prominent and representative citizens of the county.",,,1976.,"Unigraphic,","Midland County Mich Biography, Midland County Mich History",arbk,caref,,cen,10/01/2017,1
125,1885170,"7 principles for controlling your diabetes for life : control your diabetes, for life.",,,[1999],"[National Institute of Diabetes and Digestive and Kidney Diseases],","National Diabetes Education Program U S, Diabetes Treatment United States, Diabetics Health and hygiene United States",acbk,canf,,cen,10/01/2017,1
126,3224209,"Life and I : a story about death / by Elisabeth Helland Larsen and Marine Schneider, [illustrator] ; translated by Rosie Hedger.","Helland Larsen, Elisabeth.","3899557719, 9783899557718",2016.,"Little Gestalten,","Death Juvenile fiction, Life Juvenile fiction, Picture books for children",jcbk,ccnf,,cen,10/01/2017,2
127,3164795,Born to run / Bruce Springsteen.,"Springsteen, Bruce","1501141511, 9781501141515",2016.,"Simon & Schuster,","Springsteen Bruce, Rock musicians United States Biography",acbk,canf,,mob,10/01/2017,2
128,3276004,One of a kind / G-Dragon.,"G-Dragon (Rap musician), 1988-",,℗2012.,"YG Entertainment,","Popular music Korea South 2011 2020, Rap Music Korea South, Songs Korean Korea South, Popular music",accd,naover,,bea,10/01/2017,1
129,734763,Franz Liszt / by Alan Walker.,"Walker, Alan, 1930-","039452540X, 0394525426",1983-1996.,"Knopf : Distributed by Random House,","Liszt Franz 1811 1886, Composers Biography",acbk,canf,,cen,10/01/2017,3
130,3255174,Data science / by Lillian Pierson ; foreword by Jake Porway.,"Pierson, Lillian.","1119327636, 9781119327639",[2017],"John Wiley and Sons, Inc.,","Information retrieval, Data mining, Information technology, Databases",acbk,nanf,,uni,10/01/2017,1
131,2774059,Amelia's boy survival guide / by Marissa Moss (and totally confused Amelia).,"Moss, Marissa","1442440848, 9781442440845",c2012.,"Simon & Schuster Books for Young Readers,","Interpersonal relations Juvenile fiction, Middle schools Juvenile fiction, Schools Fiction, Diaries Fiction, Humorous stories",jcbk,ncfic,,uni,10/01/2017,1
132,2851839,Happy herbivore abroad : a travelogue & over 135 fat-free & low-fat vegan recipes from around the world / Lindsay S. Nixon.,"Nixon, Lindsay S.","1937856046, 9781937856045",c2012.,"BenBella Books ; Distributed by Perseus Distribution,","Vegan cooking, Low fat diet Recipes, International cooking, Cookbooks",acbk,canf,,cen,10/01/2017,1
133,1929801,Discontented America : the United States in the 1920s / David J. Goldberg.,"Goldberg, David Joseph","0801860040, 0801860059",1999.,"Johns Hopkins University Press,","World War 1914 1918 United States Influence, Nineteen twenties, United States History 1919 1933, United States Social conditions 1918 1932",acbk,canf,,cen,10/01/2017,1
134,3149150,Leaf dance / by Bobby Pearlman ; illustrated by Kathryn Mitter.,"Pearlman, Bobby, 1971-","1481450824, 1481450832, 9781481450829, 9781481450836",2015.,"Simon Spotlight,","Raggedy Ann Fictitious character Juvenile fiction, Raggedy Andy Fictitious character Juvenile fiction, Autumn Juvenile fiction, Raggedy Ann Fictitious character Fiction, Raggedy Andy Fictitious character Fiction, Autumn Fiction, Readers Publications",jcbk,ncrdr,Floating,wal,10/01/2017,1
135,2845864,Turkey Claus / by Wendi Silvano ; illustrated by Lee Harper.,"Silvano, Wendi J.","0761462392, 9780761462392",2012.,"Amazon Children's Publishing,","Turkeys Juvenile fiction, Santa Claus Juvenile fiction, Christmas Fiction, Costume Juvenile fiction",jcbk,nchol,,rbe,10/01/2017,1
136,2746720,"Hu$tle. Complete season two [videorecording] / a Kudos Film & Television production for BBC ; directed by Otto Bathurst, Alrick Riley and John Strickland ; written by Tony Jordan ... [and others] ; produced by Karen Wilson.",,"1419847422, 9781419847424","c2007, c2005.","BBC Video ; Distributed in the USA and Canada by Warner Home Video,","Swindlers and swindling Drama, Television series, Fiction television programs, Thrillers Television programs, Video recordings for the hearing impaired",acdvd,nadvd,Floating,hip,10/01/2017,1
137,3141727,"Paper relief art : Chinese style : cutting, folding, molding and more / by Zhu Liqun Paper Arts Museum ; translated by Kitty Lau.",,"1602200203, 9781602200203",[2016],"Better Link Press,","Paper work China, Relief Art",acbk,nanf,,qna,10/01/2017,1
138,3215750,See Santa nap / David Milgrim.,"Milgrim, David","1481467875, 1481467883, 9781481467872, 9781481467889",2016.,"Simon Spotlight,","Santa Claus Juvenile fiction, Naps Sleep Juvenile fiction, Robots Juvenile fiction, Santa Claus Fiction, Naps Sleep Fiction, Robots Fiction",jcbk,ncrdr,Floating,gwd,10/01/2017,2
139,2874383,"The fast metabolism diet : eat more food & lose more weight / Haylie Pomroy, celebrity nutritionist, wellness consultant ; with Eve Adamson.","Pomroy, Haylie","0307986276, 9780307986276",c2013.,"Harmony,","Reducing diets Recipes, Weight loss, Metabolism Regulation, Cookbooks",acbk,nanf,,col,10/01/2017,1
140,1386683,Business publication advertising source.,,,c1993-c1995.,"Standard Rate & Data Service,","Advertising United States Directories, Advertising Canada Directories, American periodicals Directories, Canadian periodicals Directories",arper,cs6r,,cen,10/01/2017,3
141,2147655,Valentine pontifex / Robert Silverberg.,"Silverberg, Robert",0061054860,"1996, c1983.","HarperPrism,","Majipoor Imaginary place Fiction, Science fiction, Fantasy fiction",acbk,casf,,cen,10/01/2017,1
