,UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear
167,Physical,Horizon,BOOK,2005,9,2,Feng su xi guan / ze ren bian ji Xian Jinlian ; nei wen cha tu Huang Quanchang ... [and others].,,"Childrens questions and answers Juvenile literature, Childrens questions and answers, Chinese language materials","Xin ya wen hua shi ye yu xian gong si,",2002.
168,Physical,Horizon,BOOK,2005,9,2,Welcome home,,"Graphic novels, Comic books strips etc Japan",,
169,Physical,Horizon,SOUNDDISC,2005,9,2,Praise worship,,Contemporary Christian music,,
170,Physical,Horizon,BOOK,2005,9,2,Eating / Claire Llewellyn.,"Llewellyn, Claire","Food Sensory evaluation Juvenile literature, Ingestion Juvenile literature, Digestion Juvenile literature, Digestive system, Food Juvenile literature, Nutrition Juvenile literature","Smart Apple Media,",c2005.
171,Physical,Horizon,BOOK,2005,9,2,informant a true story,,"United States Federal Bureau of Investigation, Archer Daniels Midland Company Corrupt practices, Commercial crimes United States Case studies, Informers United States Case studies",,
172,Physical,Horizon,MUSIC,2005,9,3,"The blues fake book [music] : [400 songs, melody line, lyrics & chords for all ""C"" instruments].",,Blues Music Fake books,"Hal Leonard,",[1999].
173,Physical,Horizon,BOOK,2005,9,2,Primal leadership realizing the power of emotional intelligence,,"Emotional intelligence, Executive ability, Leadership Psychological aspects, Management Psychological aspects",,
174,Physical,Horizon,BOOK,2005,9,3,The coconut diet : the secret ingredient that helps you lose weight while you eat your favorite foods / Cherie Calbom with John Calbom.,"Calbom, Cherie","Reducing diets, Coconut oil Health aspects","Warner Books,",c2005.
175,Physical,Horizon,BOOK,2005,9,21,The bus for us / Suzanne Bloom.,"Bloom, Suzanne, 1950-",School buses Juvenile fiction,"Boyds Mills Press,",c2001.
176,Physical,Horizon,BOOK,2005,9,1,The Dream city ...,,Worlds Columbian Exposition 1893 Chicago Ill Pictorial works,N. D. Thompson publishing co.,[c1893-]
177,Physical,Horizon,SOUNDDISC,2005,9,2,Live at the Boston Tea Party Part one,,"Rock music 1961 1970, Blues Music 1961 1970",,
178,Physical,Horizon,VIDEODISC,2005,9,6,Batman the animated series. Volume one [videorecording] / DC Comics.,,"Batman Fictitious character Drama, Television series, Fiction television programs, Superhero television programs, Video recordings for the hearing impaired, Animated television programs","Warner Home Video,",[2004]
179,Physical,Horizon,BOOK,2005,9,1,Under Copps Hill,,"Mystery and detective stories, Orphans Fiction, Boston Mass Fiction, Immigrants Fiction, Social settlements Fiction, Italian Americans Fiction",,
180,Physical,Horizon,VIDEODISC,2005,9,33,Primer,,"Science fiction films, Time travel Drama, Video recordings for the hearing impaired, Feature films, Engineers Drama",,
181,Physical,Horizon,VIDEODISC,2005,9,3,Li Ruien Meng Cheng Zhe Yan Chang Hui Bivians dreams come trues,,Popular music China Hong Kong 2001 2010,,
182,Physical,Horizon,BOOK,2005,9,1,To be a Muslim Islam peace and democracy,,"Islam, Islam Universality, Democracy Religious aspects Islam, Religious pluralism Islam",,
183,Physical,Horizon,BOOK,2005,9,1,Green culture environmental rhetoric in contemporary America,,"Environmentalism United States, Green movement United States",,
184,Physical,Horizon,BOOK,2005,9,1,In praise of madness realness therapy the self reclaimed,,Mental illness,,
185,Physical,Horizon,BOOK,2005,9,1,"Discipline with dignity / Richard L. Curwin, Allen N. Mendler ; with a new introduction by the authors.","Curwin, Richard L., 1944-","School discipline United States, Problem children Education United States","Association for Supervision and Curriculum Development,",c1999.
186,Physical,Horizon,BOOK,2005,9,1,Naked without a hat,,"England Fiction, Prejudices Fiction, People with mental disabilities Fiction, Down syndrome Fiction, Romanies Fiction, Self actualization Psychology Fiction, Irish Travellers Nomadic people Fiction",,
187,Physical,Horizon,BOOK,2005,9,1,Stealing home the story of Jackie Robinson,,"Baseball players United States Biography Juvenile literature, Robinson Jackie 1919 1972 Juvenile literature, Brooklyn Dodgers Baseball team Juvenile literature",,
188,Physical,Horizon,BOOK,2005,9,1,Marketing online for dummies,,"Internet advertising, Business enterprises Computer networks, World Wide Web, Internet marketing",,
189,Physical,Horizon,BOOK,2005,9,8,"Merry Christmas, Geronimo! / Geronimo Stilton ; [illustrations by Larry Keys and Blasco Tabasco; English translation by Edizioni Piemme].","Stilton, Geronimo","Mice Juvenile fiction, Animals Juvenile fiction, Christmas Fiction, Animals Fiction, Mystery and detective stories, Humorous stories","Scholastic,",2004.
190,Physical,Horizon,BOOK,2005,9,1,Easy to love difficult to discipline the seven basic skills for turning conflict into cooperation,,"Parent and child, Self control, Discipline of children, Parenting, Child rearing",,
191,Physical,Horizon,BOOK,2005,9,1,Turning boxes with Richard Raffan.,"Raffan, Richard","Turning Lathe work, Wooden boxes","Taunton Press ; [Berkeley, CA] : Distributed by Publishers Group West,",c2002.
192,Physical,Horizon,BOOK,2005,9,2,Buddha Root Farm : pure land talks : dharma talks / delivered by the Venerable Master Hsuan Hua ; English translation by the Buddhist Text Translation Society.,"Hsüan Hua, 1908-1995",Pure Land Buddhism,"Buddhist Text Translation Society,",2003.
193,Physical,Horizon,BOOK,2005,9,2,occidental tourist more than 130 Asian inspired recipes,,Cookery Asian,,
194,Physical,Horizon,SOUNDDISC,2005,9,7,Return of the grievous angel a tribute to Gram Parsons,,"Rock music 1991 2000, Country music 1991 2000",,
195,Physical,Horizon,BOOK,2005,9,1,Remember the bridge : poems of a people / Carole Boston Weatherford ; designed by Semadar Megged.,"Weatherford, Carole Boston, 1956-","African Americans Juvenile poetry, Childrens poetry American Juvenile literature","Philomel Books,",c2002.
196,Physical,Horizon,BOOK,2005,9,1,Birders tales of a tribe,,"Bird watchers, Bird watching",,
197,Physical,Horizon,BOOK,2005,9,1,Peril / Thomas H. Cook.,"Cook, Thomas H.","Runaway wives Fiction, Victims of crimes Fiction, Large type books, Psychological fiction, Thrillers Fiction","Wheeler Pub.,",2004.
198,Physical,Horizon,VIDEODISC,2005,9,2,Brightening minds birth to two years,,"Cognition in infants, Infants Development",,
199,Physical,Horizon,BOOK,2005,9,3,Art up close : from ancient to modern / Claire d'Harcourt.,"D'Harcourt, Claire, 1960-","Art appreciation Juvenile literature, Picture interpretation Juvenile literature, Toy and movable books Specimens Juvenile literature, Picture puzzles Juvenile literature, Toy and movable books","Chronicle Books,",2003.
200,Physical,Horizon,BOOK,2005,9,1,Vindication of the rights of whores,,"Prostitution Congresses, Prostitutes Legal status laws etc Congresses",,
201,Physical,Horizon,SOUNDCASS,2005,9,3,lesson before dying,,"African American men Louisiana Fiction, Death row inmates Louisiana Fiction, Friendship Louisiana Fiction, Louisiana Race relations Fiction",,
202,Physical,Horizon,BOOK,2005,9,3,In the shadows of history : fifty years behind the scenes of cold war diplomacy / Chester L. Cooper ; foreword by Robert McNamara.,"Cooper, Chester L.","Cooper Chester L, Politicians United States Biography, United States Department of State Officials and employees Biography, United States Foreign relations 1945 1989, Cold War Diplomatic history","Prometheus Books,",2005.
203,Physical,Horizon,BOOK,2005,9,1,Mutant message down under [text (large print)] / Marlo Morgan ; illustrated by Carri Garrison.,"Morgan, Marlo","Large type books, Aboriginal Australians Fiction, Americans Travel Australia Fiction, Adventure fiction","Thorndike Press,",1994.
204,Physical,Horizon,VIDEODISC,2005,9,4,Discoveries America Alabama,,Alabama Description and travel,,
205,Physical,Horizon,BOOK,2005,9,4,What to expect when you go to the doctor / Heidi Murkoff ; illustrated by Laura Rader.,"Murkoff, Heidi Eisenberg","Medical care Juvenile literature, Medical offices Juvenile literature, Physicians Juvenile literature","HarperFestival,",c2000.
206,Physical,Horizon,BOOK,2005,9,1,At the threshold : the developing adolescent / edited by S. Shirley Feldman and Glen R. Elliott.,,"Adolescence, Puberty, Adolescent psychology","Harvard University Press,",1990.
207,Physical,Horizon,BOOK,2005,9,1,devils notebook,,Satanism,,
208,Physical,Horizon,SOUNDDISC,2005,9,1,Olympus,,New Age music,,
209,Physical,Horizon,BOOK,2005,9,1,suitor,,Historical fiction,,
210,Physical,Horizon,MIXED,2005,9,1,ILLM WHERE TROY ONCE STOOD,,,,
211,Physical,Horizon,VIDEOCASS,2005,9,11,Raging bull,,"Video recordings for the hearing impaired, Feature films, La Motta Jake Drama, Boxers Sports United States Biography Drama",,
212,Physical,Horizon,BOOK,2005,9,1,doctor went aroaming,,"Love stories, Large type books, Nurses Fiction, Physicians England Fiction",,
213,Physical,Horizon,BOOK,2005,9,14,conspiracy club,,"Mystery fiction, Psychological fiction, Serial murders Fiction, Women Crimes against Fiction, Police psychologists Fiction",,
214,Physical,Horizon,BOOK,2005,9,3,Life at the bottom the worldview that makes the underclass,,"Poor Mental health Great Britain, Criminals Mental health Great Britain, Prisoners Mental health Great Britain",,
215,Physical,Horizon,BOOK,2005,9,10,Earthquake in the early morning / by Mary Pope Osborne ; illustrated by Sal Murdocca.,"Osborne, Mary Pope","San Francisco Earthquake and Fire Calif 1906 Juvenile fiction, Time travel Juvenile fiction, Magic Fiction, Tree houses Juvenile fiction, San Francisco Calif Juvenile fiction","Random House,",2001.
216,Physical,Horizon,SOUNDDISC,2005,9,1,"Steal away [sound recording] : spirituals, hymns and folk songs / Charlie Haden, Hank Jones.","Haden, Charlie","Jazz 1991 2000, Piano music Jazz, Double bass music Jazz, Spirituals Songs Instrumental settings, Hymns Instrumental settings, Folk songs Instrumental settings","Verve,",p1995.
217,Physical,Horizon,BOOK,2005,9,1,Climbing,,"Mountaineering, Rock climbing Juvenile literature, Snow and ice climbing Juvenile literature, Rock climbing, Snow and ice climbing, Mountaineering Juvenile literature",,
218,Physical,Horizon,BOOK,2005,9,1,My travels with Capts. Lewis and Clark by George Shannon / a novel by Kate McMullan ; with art by Adrienne Yorinks.,"McMullan, Kate","Shannon George 1786 or 7 1836 Fiction, Lewis and Clark Expedition 1804 1806 Juvenile fiction, Overland journeys to the Pacific Juvenile fiction, Diaries Fiction","Joanna Cotler Books,",c2004.
219,Physical,Horizon,SOUNDDISC,2005,9,1,Citizen girl,,"Satire, Women Employment Fiction, Humorous fiction",,
220,Physical,Horizon,VIDEOCASS,2005,9,2,Grizzly man uneasy truce,,Grizzly bear,,
221,Physical,Horizon,BOOK,2005,9,6,Purple cane road a novel,,"Mystery fiction, Mothers Death Fiction, Robicheaux Dave Fictitious character Fiction, Private investigators Louisiana New Iberia Fiction, New Iberia La Fiction",,
222,Physical,Horizon,SOUNDDISC,2005,9,2,window in time Rachmaninoff performs Bach Chopin Mendelssohn Paderewski Schubert Tchaikovsky and others,,"Piano music, Piano music Arranged",,
223,Physical,Horizon,BOOK,2005,9,4,Billy Clikk : creatch battler / Mark Crilley.,"Crilley, Mark","Monsters Juvenile fiction, Parent and child Juvenile fiction, Adventure stories","Delacorte Press,",2004.
224,Physical,Horizon,BOOK,2005,9,4,American Revolution for kids a history with 21 activities,,"United States History Revolution 1775 1783, United States History Revolution 1775 1783 Juvenile literature, United States History Revolution 1775 1783 Study and teaching Activity programs Juvenile literature",,
225,Physical,Horizon,VIDEODISC,2005,9,20,Disneys American legends,,"Animated films, Video recordings for the hearing impaired, Childrens films, Appleseed Johnny 1774 1845 Fiction, Jones Casey 1863 1900 Fiction, Bunyan Paul Legendary character Fiction, Tall tales United States Juvenile films, John Henry Legendary character Fiction",,
226,Physical,Horizon,BOOK,2005,9,5,Mexicos Pacific Coast,,Pacific Coast Mexico Guidebooks,,
227,Physical,Horizon,SOUNDDISC,2005,9,5,Mei li de yi tian [sound recording] / Liu Dehua = A better day / Andy.,"Lau, Andy, 1961-","Popular music China 2001 2010, Songs Chinese","Catchy Entertainment,",p2002.
228,Physical,Horizon,BOOK,2005,9,1,See you soon Moon,,Moon Fiction,,
229,Physical,Horizon,BOOK,2005,9,1,Mumei kamei jinmeibo / Mukōda Kuniko.,"Mukōda, Kuniko, 1929-1981",,"Bungei Shunjū,",1983.
230,Physical,Horizon,BOOK,2005,9,2,Ordinary miracles,,"Christian life Fiction, Twins Fiction, Brothers Fiction",,
231,Physical,Horizon,BOOK,2005,9,3,Patrick OBrians navy the illustrated companion to Jack Aubreys world,,"Maturin Stephen Fictitious character, Aubrey Jack Fictitious character, Great Britain History Naval 19th century, Historical fiction English History and criticism",,
232,Physical,Horizon,BOOK,2005,9,2,Roman villa inside story,,"Rome Social life and customs, Country life Rome Juvenile literature, Country homes Rome Juvenile literature, Country life Rome",,
233,Physical,Horizon,BOOK,2005,9,1,"The New world order : opposing viewpoints / Matthew Polesetsky, book editor ; William Dudley, assistant editor.",,"World politics 1985 1995, World politics, United States Foreign relations 1989","Greenhaven Press,",c1991.
234,Physical,Horizon,BOOK,2005,9,2,The cave of Lascaux : the final photographs / Mario Ruspoli ; preface by Yves Coppens.,"Ruspoli, Mario, -1986","Cave paintings France, Art Prehistoric France, Lascaux Cave France","Abrams,",1987.
235,Physical,Horizon,SOUNDDISC,2005,9,4,best of Nat King Cole Trio the vocal classics 1942 46,,"Piano music Jazz, Jazz vocals, Jazz 1941 1950",,
236,Physical,Horizon,BOOK,2005,9,1,Area 51 Nosferatu,,"Science fiction, Science fiction, Space ships Fiction, Unidentified flying objects Fiction, Area 51 Nev Fiction, Nellis Air Force Base Nev Fiction",,
237,Physical,Horizon,BOOK,2005,9,2,"Teenage waistland : a former fat kid weighs in on living large, losing weight, and how parents can (and can't) help / Abby Ellin.","Ellin, Abby","Ellin Abby, Overweight children United States Biography, Obesity in children Treatment, Camps for overweight children, Child rearing","Public Affairs,",2005.
238,Physical,Horizon,BOOK,2005,9,1,Elementary classical Greek he Hellenike glotta,,Greek language Grammar,,
239,Physical,Horizon,BOOK,2005,9,1,Bobcat North Americas cat,,"Bobcat Juvenile literature, Bobcat",,
240,Physical,Horizon,BOOK,2005,9,3,Garfields big book of excellent excuses,,"Garfield Fictitious character Comic books strips etc, Excuses Humor",,
241,Physical,Horizon,BOOK,2005,9,1,Solo training the martial artists guide to training alone,,Martial arts Training,,
242,Physical,Horizon,SOUNDDISC,2005,9,2,Dead lines,,"Science fiction, California Fiction, Ghost stories, Social control Fiction, Cellular telephones Fiction",,
243,Physical,Horizon,BOOK,2005,9,1,bad girls guide to the open road,,"Women automobile drivers, Automobile travel",,
244,Physical,Horizon,BOOK,2005,9,14,Days of magic nights of war,,Fantasy,,
245,Physical,Horizon,BOOK,2005,9,1,Beezy,,"Friendship Fiction, Florida Fiction",,
246,Physical,Horizon,BOOK,2005,9,2,perfect puppy for me,,"Dogs Fiction, Pets Fiction",,
247,Physical,Horizon,BOOK,2005,9,1,Mr Food every days a holiday diabetic cookbook more quick easy recipes everybody will love,,"Holiday cookery, Diabetes Diet therapy Recipes",,
248,Physical,Horizon,BOOK,2005,9,4,Field of thirteen,,"Detective and mystery stories English, Horse racing Fiction",,
249,Physical,Horizon,SOUNDDISC,2005,9,21,Afterglow [sound recording] / Sarah McLachlan.,"McLachlan, Sarah",Popular music 2001 2010,"Arista,",p2003.
250,Physical,Horizon,BOOK,2005,9,1,Sioux,,"Indians of North America, Dakota Indians, Dakota Indians Juvenile literature",,
251,Physical,Horizon,VIDEOCASS,2005,9,1,Frederick Douglass an American life,,"Douglass Frederick 1818 1895, African Americans Biography, Slavery United States Anti slavery movements",,
252,Physical,Horizon,VIDEOCASS,2005,9,4,Fireboat the heroic adventures of the John J Harvey,,"Fire extinction Juvenile films, September 11 Terrorist Attacks 2001 Juvenile films, Boats and boating Juvenile films, John J Harvey Fireboat Juvenile films, Fireboats Juvenile films, World Trade Center New York N Y Juvenile films",,
253,Physical,Horizon,BOOK,2005,9,1,The adventures of Huckleberry Finn [text (large print)] / by Mark Twain.,"Twain, Mark, 1835-1910","Large type books, Finn Huckleberry Fictitious character Fiction, Boys Travel Mississippi River Fiction, Boys Missouri Fiction, Adventure fiction, Humorous fiction","G.K. Hall,",1996.
